x,y,color,cluster
366.247247122138,236.0576943979005,11,4
339.90329832157613,250.8200781612924,11,4
370.27402318576736,243.01518813271457,11,4
364.29443855296114,238.8590393771104,11,4
352.56014209794665,222.09009497171465,11,4
342.525409006209,255.62349930409212,11,4
337.6607179627312,236.55707527261225,11,4
368.9975919993448,246.20150108896988,11,4
353.37153106038744,234.53538120571963,11,4
344.49313161478,242.5776432096732,11,4
365.9860195996449,233.77347916855229,11,4
370.7324075634665,224.0963383313166,11,4
371.3217868751272,252.04270573009188,11,4
336.4324392379154,224.7640355539737,11,4
334.0424982174716,228.07766435564133,11,4
352.53568934073826,209.79101738623132,11,4
352.20535528048504,242.19729440262836,11,4
353.8003016354492,236.7507257132685,11,4
351.6868172171959,224.39048321653163,11,4
364.0918818960974,248.700089705662,11,4
337.7456040931475,255.95740688296524,11,4
372.060609893628,259.8904644037117,11,4
342.5868024611554,239.52346629642855,11,4
356.7498821155181,244.96416670742573,11,4
368.925199202257,245.5733694475501,11,4
361.1945121654075,267.8090504751641,11,4
344.5357636817917,228.1484845186781,11,4
375.56008827058736,249.29570074252155,11,4
367.8424973172986,241.2998534555396,11,4
343.7042988123944,240.9800799364108,11,4
369.7749612949783,250.74056046986237,11,4
351.8862947925239,269.16204864860185,11,4
348.2257037761074,241.2378459430108,11,4
351.2804658818521,241.68419591417197,11,4
368.269190420527,248.66372649462025,11,4
362.6796396080669,267.1195271956593,11,4
378.1064511107443,245.22947057590557,11,4
358.8502039576869,242.9945367488984,11,4
353.24758471222367,238.1744391824419,11,4
365.0518070193218,236.84619025940637,11,4
376.906989538494,252.82959058228067,11,4
387.89679790042175,236.6545696008029,11,4
350.9121065480804,255.09483642164705,11,4
353.0026824948404,240.015448091673,11,4
388.8166713540333,263.69305407797185,11,4
381.314781833423,244.38860011404827,11,4
367.365243477078,255.80002568538964,11,4
361.1411374313034,236.7702231204953,11,4
356.65205680064787,251.9791247363013,11,4
387.4771085524656,253.2736119680276,11,4
352.9275356253621,243.0778733700794,11,4
332.7973836054689,151.71650919378982,11,4
362.2140024929375,244.7108803122341,11,4
356.73855503223785,245.99070908348557,11,4
346.80280301271694,256.16436759572514,11,4
354.43126469021524,249.884851477119,11,4
349.87997024289126,270.3825321977825,11,4
346.0662291701571,259.557508828135,11,4
354.32283639876965,256.1120269162211,11,4
364.570874155166,270.2038551264975,11,4
377.5746380040951,256.18957722838275,11,4
387.2560004527432,275.6494418485069,11,4
352.01278023291394,258.11257218908025,11,4
352.6942929990073,256.9463938205838,11,4
364.9966665751157,278.4583944688475,11,4
371.6196918743399,288.895759779965,11,4
352.2620268882837,247.6524563236613,11,4
347.2497466849791,253.5284943027625,11,4
373.69198078808216,261.82569753441044,11,4
348.85314384224205,276.6494342300244,11,4
349.3466759341218,270.5689870381051,11,4
352.62063306156546,282.70770333965254,11,4
343.64487617592386,277.80484314370653,11,4
352.6076846453311,294.4234961980693,11,4
379.3470557362625,288.6324715061687,11,4
378.00614120051296,280.3850996772596,11,4
341.231629200641,258.8842420471218,11,4
347.82970989432704,270.9740791695201,11,4
348.51803159969467,265.7607475423255,11,4
349.1210274830885,277.5571440734667,11,4
355.5780663657142,280.38062369820665,11,4
346.45057202501795,157.22960310510257,3,5
368.6773424657263,151.28668238133255,3,5
328.5627948081501,183.61779247817825,3,5
364.9226117178954,167.03215436334895,3,5
339.23635746258174,173.23238858638064,3,5
342.67775374989264,188.3364715764919,3,5
351.88878631383324,180.9309588854468,3,5
345.5200424000692,182.58911141006809,3,5
359.32830476565204,153.99424700494953,3,5
360.2751238926336,156.671187889354,3,5
351.530306534446,167.5473809392875,3,5
351.78522980332644,153.91271957335044,3,5
340.71997964179053,168.3558935419414,3,5
336.14405842824726,188.7735909065899,3,5
367.4982829808718,180.81227483896956,3,5
337.36413784757144,184.40073005291464,3,5
326.30464584028914,174.82304930213056,3,5
350.8641917052435,162.07755295879454,3,5
360.8392289641708,148.62014074972308,3,5
353.4718287293213,155.6947619197974,3,5
333.9883494173609,148.15574163730037,3,5
368.1287112591359,149.9317645034905,3,5
366.6706443322297,156.65501389664652,3,5
347.66207758405125,171.9808191033178,3,5
358.86824669735245,188.41195075225127,3,5
325.41049958681475,185.5803765561591,3,5
370.0799716311928,212.86225726591482,3,5
352.4180464647202,171.35242160187175,3,5
333.0369201229384,158.85606090558278,3,5
325.718858747667,185.8063913140302,3,5
326.04598432462,150.64006212977137,3,5
331.0899352089793,182.46661913311883,3,5
344.7785533821535,176.6390827872649,3,5
353.09078479378184,179.38808039901198,3,5
339.11735213693714,153.419125336872,3,5
362.6582604508302,171.56128221025423,3,5
329.68375209340275,174.7555918846286,3,5
356.01721642869893,169.3697075393054,3,5
321.4652553679929,160.60454913274486,3,5
353.0813266289658,149.21437102760817,3,5
366.0715789626179,222.28165747058583,3,5
345.1496756096435,178.08760320278154,3,5
365.3240634752721,179.43122698647232,3,5
332.8964236722973,159.02326210529432,3,5
350.6364029052572,163.89901474963742,3,5
333.2459006928472,141.90143957719738,3,5
353.3529230952463,155.40099015669594,3,5
362.4504926491776,142.91158350478202,3,5
342.0643322569029,167.6837672177246,3,5
347.07248312090934,169.24294781555096,3,5
280.97140121917425,99.69531895401164,3,5
336.8222576117922,173.08170515320023,3,5
339.5860572373071,175.1384371362243,3,5
328.0277538065117,136.13440742811838,3,5
329.20309650827755,150.18427407227497,3,5
345.20023196356306,139.380473318313,3,5
354.10542204527786,143.9564113391394,3,5
356.33935254856505,141.57842053662742,3,5
401.8138067034367,130.5230098895434,3,5
344.27943717187736,159.47717716096696,3,5
330.42514444583884,147.10893681414234,3,5
436.05056066885686,105.69383575942823,3,5
327.4579261804608,150.75964028669063,3,5
328.51625330752296,133.90926756552383,3,5
357.1382967740175,161.8444725503969,3,5
351.6078321480869,162.84865220172793,3,5
318.3077569114316,163.7572035289449,3,5
220.41591141188684,74.7079375600194,3,5
334.3019200731424,145.311471638781,3,5
325.4698408277357,131.6956259606538,3,5
329.25912224555543,150.96475491613222,3,5
329.1381429241802,129.2832385017215,3,5
326.0293017404831,157.77319435126478,3,5
354.78390801821627,136.8759241290942,3,5
343.22017158639875,165.17994627178524,3,5
324.81434378450626,157.7910347175546,3,5
266.5094490984657,118.21784247838376,3,5
316.1542842521118,124.30471157500268,3,5
340.0231863308469,158.6550730089703,3,5
340.05464204393604,151.33155489009965,3,5
321.8274719403466,160.56511307382357,3,5
344.78301221875785,155.15060252360712,3,5
345.166221477752,130.70049879018248,3,5
332.578937186045,135.03690830753908,3,5
330.61983891131706,155.30534689056674,3,5
355.7115853138697,142.09321974159946,3,5
322.92994509903093,126.08548185674005,3,5
325.7342612016966,152.53441381404764,3,5
315.67804159113894,130.5642658138798,3,5
335.5743646244,137.61332334135827,3,5
317.61158264632724,135.2525646867251,3,5
327.237250651466,141.97661495235977,3,5
322.32061662019595,142.8661733764405,3,5
351.46048173106715,114.62658117047336,3,5
327.3592421964368,154.23958513697954,3,5
327.0437930290512,154.40854472780177,3,5
323.2845477606264,235.2825934024264,3,5
324.63441391934566,140.7847006128347,3,5
311.05706179736893,114.06733040830773,3,5
340.80008531988165,118.81373802646652,3,5
323.2370751095891,140.0491194834228,3,5
325.55219606515897,117.84203536008754,3,5
323.5867459693092,109.34178616488217,3,5
331.6446622604128,147.48405642270507,3,5
336.86745008903586,139.08880509402897,3,5
322.95331192959964,142.80133618657052,3,5
354.71450849069345,134.83091887015712,3,5
352.00373325282214,117.33206917749688,3,5
331.14997673518815,108.07689653242755,3,5
318.58731801777657,139.0932568505268,3,5
317.2122575321396,140.68391023330338,3,5
263.1168302368301,203.73811141376905,3,5
320.5104337171094,111.33854306046872,3,5
340.30057909964177,129.52877993176259,3,5
346.0232774891626,106.7788882347847,3,5
340.5539399988881,134.74939129824511,3,5
347.44574798806696,131.4762985469934,3,5
324.67620621623354,123.03567868052706,3,5
311.0093483694219,136.9865301891325,3,5
323.9886159896877,105.72375887265147,3,5
319.0182657296812,135.77880789743918,3,5
335.20927476156,102.0743420838544,3,5
355.47158558587364,113.57240688504396,3,5
338.0360659096354,105.95185373161752,3,5
337.24930393618774,116.52480655840046,3,5
318.57016795161456,94.9178133550984,3,5
346.43163416973664,131.4863624712495,3,5
333.9319222531814,126.74736798629785,3,5
322.8082544489361,111.75484677558836,3,5
272.0840207966867,86.48236300417604,3,5
415.11848991762656,123.20770173538207,3,5
334.46562793188826,123.69122768023846,3,5
315.6011789241512,115.87151418158793,3,5
325.37844206679193,106.87929447315562,3,5
358.3390297978512,106.39054438595105,3,5
341.41055889179245,105.12948866269672,3,5
349.2591216377604,107.85403070224136,3,5
329.4512713823108,93.5765372489337,3,5
335.6356594276048,91.33829930144212,3,5
333.8219155631443,84.7754410662006,3,5
317.63351427816104,92.8404306235158,3,5
345.8057987194535,118.39376721784272,3,5
351.0918457973617,103.97724027446478,3,5
316.00587116378125,124.34373982824762,3,5
330.3960883263923,116.1748483228541,3,5
356.48774446058445,99.48043270917644,3,5
340.03469984177127,112.0378930180272,3,5
329.1158224266041,93.29920963987304,3,5
318.44402255263435,95.43875858305876,3,5
340.9771996917492,99.13273397417964,3,5
361.8091097878755,92.405564849635,3,5
326.70899039711105,83.74000059870703,3,5
357.8822183090129,106.42152721410676,3,5
327.89005358194095,108.77501007414332,3,5
363.8424800234037,97.18089535813328,3,5
353.9667787041708,87.48691027006755,3,5
332.5950954809312,79.89562939838812,3,5
346.12454637376965,92.32461662868396,3,5
349.144098832532,116.60231253895054,3,5
356.9223130309348,95.48053794892152,3,5
341.76338071806674,119.86825589727678,3,5
343.248041072976,96.86331439850665,3,5
323.1641302037109,92.07354681841582,3,5
329.6089680270611,88.7512213123519,3,5
355.8357570172427,111.26762023592768,3,5
326.32791593845496,97.40893759944836,3,5
338.8397909040911,100.27535029655454,3,5
351.2125843586581,83.30254128270681,3,5
324.5640065432161,113.26204501753936,3,5
356.31636142394166,105.48442345091476,3,5
365.7816962837372,103.58743508419136,3,5
348.211280992334,76.14268517623842,3,5
358.31365527707385,108.89374214084604,3,5
367.7534281114979,109.74554358690912,3,5
368.107358945569,75.10737404165067,3,5
353.80647798815096,104.4635743545894,3,5
389.7709079448778,159.9663607132536,3,5
371.639588688108,96.7027649229038,3,5
366.5949131884295,98.13238847616466,3,5
333.39102768698984,78.96120578231006,3,5
351.76790625116416,101.98946854482384,3,5
404.8656594703996,31.825814852859956,3,5
374.28344688206914,108.70111045497435,3,5
340.5295256536869,96.04845758894967,3,5
342.95380627298726,96.8524574432111,3,5
369.6793261121289,97.47708414811558,3,5
352.33408541925,99.38592690258456,3,5
351.8969560681678,103.62199415033484,3,5
343.1497421188546,90.56433360168472,3,5
356.1973880780543,75.88907161575122,3,5
367.9587243754991,98.40295884003606,3,5
367.4047142790323,102.037645865143,3,5
342.89145024711934,109.45519724613423,3,5
352.5205000668936,84.52764126709569,3,5
275.49851411221016,142.3551721070749,3,5
342.59716554619564,89.7631868473942,3,5
345.0408195799955,94.6897836331576,3,5
370.2139980700195,91.5298789067088,3,5
356.30844760912964,100.99832370583654,3,5
350.53363302618845,105.57152876314863,3,5
338.22146906561863,93.26010662640957,3,5
345.3579404734914,114.17324663114532,3,5
357.36523611450207,73.7617719492969,3,5
349.44628347372105,96.55745854894856,3,5
361.917779541586,91.2338305564289,3,5
338.0532616442521,101.28306778428512,3,5
450.4665895026981,24.77779958328334,3,5
358.1799745231131,106.87291090150636,3,5
378.83247269059984,114.41076180128502,3,5
348.44540651880527,123.3296328325646,3,5
379.3113023375835,108.14373370993322,3,5
352.7041936069009,109.50266723247336,3,5
362.40852683643584,117.22397475821086,3,5
368.09113632517807,85.07866295245994,3,5
341.52424818728605,122.61544341800004,3,5
382.2351113834819,99.79067616553262,3,5
343.07997019849296,78.65878337265693,3,5
361.692245050199,116.93889221252292,3,5
351.9437021848573,117.0410710624986,3,5
343.646472898556,87.0559794559489,3,5
416.9849919018322,216.70203547743324,3,5
379.85737631048505,120.5253624236226,3,5
354.17480538028315,103.70054461666956,3,5
377.96916205136847,88.91803270086638,3,5
346.848868092538,136.87876090173,3,5
370.8961720354168,117.82113165737243,3,5
359.8835418388745,101.35315625853318,3,5
359.3640770480563,113.41915530813488,3,5
342.6296133169776,118.41571300994364,3,5
360.9191763566642,130.06378728902945,3,5
354.9338794745866,104.99379796727229,3,5
360.8518181927096,122.63020189640838,3,5
345.9953031946667,127.34771406298896,3,5
344.41934272437595,93.96911469180203,3,5
368.6851871696617,119.37392264994918,3,5
367.81154143464727,101.20583646898112,3,5
353.4939345031904,135.54407217410773,3,5
384.8304867136548,91.71555844237346,3,5
359.6793382544047,122.43610994203748,3,5
368.9911168887673,106.09363715091033,3,5
351.12590157158195,113.2733416921876,3,5
271.9005115741655,69.13052473182806,3,5
347.2099232323704,115.52930936045132,3,5
383.0675085028584,125.85954117759624,3,5
348.9294154004016,114.92683743058302,3,5
370.6364282860159,122.60101155295858,3,5
380.7994810890752,97.68526263292182,3,5
373.69010952632624,123.3287749792353,3,5
365.9781945183698,124.47769633499976,3,5
362.37377177606857,113.9527300627445,3,5
336.5181203986946,20.1912607903041,3,5
335.8803435590521,113.77277880890622,3,5
368.9468271942581,135.77580255608464,3,5
361.5410017657116,102.37405096446824,3,5
304.59309495544113,60.6649785597436,3,5
382.6531889442042,114.6442525998682,3,5
346.5573197290678,135.3043408970912,3,5
372.9776751643485,124.5663990849659,3,5
377.2626680938347,119.95801191356205,3,5
377.2099172956235,130.00379991598174,3,5
359.54566681271376,113.69954732549874,3,5
360.0523651417565,110.46340905224426,3,5
377.1887514167373,125.50069615885776,3,5
340.9016471725978,112.77720693121816,3,5
340.9331882862121,121.54560743446906,3,5
363.8015847171556,107.50504139201745,3,5
379.5130185388069,138.30408342406707,3,5
361.0573413605588,148.36363588244834,3,5
346.1270388002669,120.64767112984153,3,5
340.5534480311939,122.25907028230635,3,5
363.2770863740231,118.66013026124972,3,5
461.2925763355623,233.06806877627383,3,5
342.6469033934247,130.48330587264851,3,5
435.0006318112572,164.1040979621763,3,5
353.602001346273,129.19979159655833,3,5
363.10244858461954,130.91369685888074,3,5
372.05607437139406,125.0790023424859,3,5
364.7337935020401,155.93895198765136,3,5
344.76533915474045,129.3756551693434,3,5
362.543524711064,150.2376686218997,3,5
353.2137263640905,112.72389051853064,3,5
365.8777629301992,148.90171473639646,3,5
376.37110492734496,128.7456285800822,3,5
377.9863439503193,152.6293277443406,3,5
354.1752001295627,124.9631570984338,3,5
322.36607552888563,98.9027781152172,3,5
347.0265310164044,136.17999708254186,3,5
360.6450103250887,144.17637027619628,3,5
377.8048046847102,115.08112617979852,3,5
380.1385939561794,137.21641593201912,3,5
365.6452962750981,121.31452262984224,3,5
380.38695434909386,150.65041799053296,3,5
377.2697167526306,151.99514419274234,3,5
348.14928363533085,137.66459268929276,3,5
348.87345313180685,151.52774557304767,3,5
344.4718519151301,127.00546897998588,3,5
372.1036198738385,137.0898313693257,3,5
359.51479232800574,147.78823476773823,3,5
334.7256101559599,166.0742679571252,3,5
369.7623650733734,131.08545472095724,3,5
337.1380709560567,126.99513603356016,3,5
351.6698726240948,167.25263922380697,3,5
339.60796048701854,152.53799317459652,3,5
379.4833397423124,126.80737162203948,3,5
366.6312309246318,152.9553833676206,3,5
361.9558200135328,127.7736857170249,3,5
335.6453986596211,127.33849859529232,3,5
364.72500889493057,153.7866801500254,3,5
357.0997665938359,156.50672672530453,3,5
334.9506973803317,153.31811070165858,3,5
379.3428936078968,167.8012552110306,3,5
350.60634446463337,156.45242539270896,3,5
359.1271564591368,165.797407377837,3,5
365.2567843692559,147.23013910042994,3,5
365.6163544165472,156.6772994634596,3,5
350.4419669492211,172.98525486790453,3,5
337.3928269838225,168.37084274915532,3,5
342.9862519102511,152.86458429505612,3,5
374.32371256590494,143.89302826499568,3,5
350.7434709199736,170.35409970748438,3,5
372.5782026438761,129.38812097077272,3,5
367.2546098483938,145.23549589319754,3,5
367.8898812809985,134.1297663471492,3,5
362.7140570168745,146.58848227485402,3,5
334.9375188114909,133.038523275549,3,5
359.870983340128,136.57213629470695,3,5
371.6936555366232,134.1630486412283,3,5
352.5941721402458,175.67724749246764,3,5
359.64637104750216,165.73510849707748,3,5
376.7447575131012,161.4682163065732,3,5
345.28434042426613,172.11860734852772,3,5
366.4949341487319,154.64430539968328,3,5
333.33259685777546,137.27469263510434,3,5
351.34435893378185,163.78280170872253,3,5
353.3175620747573,54.94699383410767,3,5
367.6698717693635,147.40620120052986,3,5
363.2216859674588,162.45725284727845,3,5
339.0165703577514,170.23105692561072,3,5
370.8918768612219,154.70487794926763,3,5
346.8896705066097,163.90562409261042,3,5
374.6468671987536,178.19359795794844,3,5
376.2338765174695,143.42436683215303,3,5
271.79552071642115,103.18445735773307,3,5
356.8375341710579,142.62905435252304,3,5
331.53287462136547,161.35525437645262,3,5
348.5195690568475,146.3547934841545,3,5
363.74335265211215,177.69715360893295,3,5
342.8559924166452,181.6759046958996,3,5
361.8937969817644,143.21735583221735,3,5
369.18749138751593,183.58767960011667,3,5
369.59953752327874,172.10822595647454,3,5
373.17993827711786,179.49396964059716,3,5
366.8844950604498,162.55384321280928,3,5
427.9971348059733,214.04932959619052,3,2
410.1857667138625,200.9777022075561,3,2
410.2859353845921,183.30432414816855,3,2
414.7836695589303,189.94996315327745,3,2
422.774044582436,191.17679862447957,3,2
389.8154343626904,192.2780824503803,3,2
405.6437304215452,210.61070652033231,3,2
393.1193382073345,186.9476216879557,3,2
391.2792966903386,199.2589443576202,3,2
425.9253571779184,205.23157178672287,3,2
416.36504325776906,174.8442110372193,3,2
416.308940992116,211.6919771568216,3,2
394.5276080020654,175.5757257366756,3,5
420.4075936623779,176.80407311527352,3,2
391.3114345656657,183.258184474118,3,5
419.73730779979934,219.7862838059765,3,2
398.5687345239554,176.30679632167102,3,2
406.4077219505214,214.4032426287993,3,2
410.2181331626671,215.36231164829465,3,2
404.9648946339445,216.3051219883301,3,2
431.8538362254559,192.67548694922013,3,2
414.9783171573874,185.32978011443663,3,2
389.5271677790099,187.68277396555985,3,5
431.973918892852,196.00751879344855,3,2
423.3485852936416,205.57473610891452,3,2
424.7469434981967,193.7766513763383,3,2
407.68421826263057,170.60008317324872,3,2
406.798116982874,178.40378164399442,3,2
403.4012474987055,181.82816335718363,3,2
420.2469204871342,180.57606121462447,3,2
410.6949835519427,185.79918253929995,3,2
414.7076310521345,189.6655776975321,3,2
403.2701000362548,185.3141262784007,3,2
405.2188329494805,176.0125289041208,3,2
425.9515484251391,184.0598983146116,3,2
413.878409901204,188.88469230199263,3,2
409.0568193448292,181.89544803675687,3,2
410.8200582018218,172.2976400890052,3,2
424.7464503278152,189.12116558518125,3,2
398.3682618753864,209.472539056906,3,2
411.9305869904598,211.1393857286247,3,2
421.45861209776257,174.3158947974548,3,2
431.49815991833646,194.2645963658567,3,2
415.2729323110869,186.8825776203028,3,2
403.6392314516553,169.38759988545195,3,2
428.091785559527,193.6747438426029,3,2
405.39666206143335,195.21847709539333,3,2
399.7296755974865,191.20455051964387,3,2
441.3195886333865,185.1639563274632,3,2
440.9835686998321,168.5386099970892,3,2
442.24878323603673,181.0662472583213,3,2
429.6047502518248,175.14707072815398,3,2
401.6630903131503,204.5359030689632,3,2
426.30721081809696,186.69337672180976,3,2
405.2758427699533,178.3213254647775,3,2
437.9274457524139,165.3428936054726,3,2
442.4401453467448,181.69055171740067,3,2
427.8918953193148,185.7839079832836,3,2
417.3542240198272,197.1978296944967,3,2
426.5230941449057,186.67541071670053,3,2
433.1685839209449,200.66233954360547,3,2
405.7802556970889,167.3880900881269,3,2
427.97498115966187,174.41091708973326,3,2
425.56227071935433,196.74021516843607,3,2
429.7664664506746,192.2246834277165,3,2
431.82412110712846,190.8029809482852,3,2
416.2480679912306,172.37485498017358,3,2
405.2021067245804,200.19518847313915,3,2
